repo_url,stars,forks,repo_size_kb,open_issues_count,num_files,num_py_files,num_js_files,num_ts_files,num_html_files,num_css_files,num_json_files,num_sh_files,num_yaml_files,num_test_files,test_file_ratio,num_docs_files,num_notebooks,other_extensions_count,has_dedicated_test_dir,has_license,has_src_dir,has_docs_dir,has_scripts_dir,num_dirs,avg_files_per_dir,avg_py_file_len,avg_test_file_len,avg_nb_cell_count,avg_docs_file_len,num_dependencies,repo_age_days,recent_activity_days,has_pyproject_toml,has_dockerfile,has_github_actions,has_requirements_txt,has_conda_env_file,has_docker_compose,has_precommit_config,has_setup_py,has_tox_ini,has_makefile
https://github.com/EbookFoundation/free-programming-books,384786,66067,21132,77,233,1,0,0,1,0,0,0,11,0,0.0,216,0,4,False,True,False,True,True,11,19.42,605.0,0.0,0.0,149.6,0,4555,0,False,False,True,False,False,False,False,False,False,False
https://github.com/EleutherAI/gpt-neox,7406,1101,119407,94,274,95,0,0,0,0,6,7,79,16,0.144,16,0,55,True,True,False,False,False,50,5.37,298.8,96.1,0.0,292.6,57,1926,0,True,True,True,True,False,True,True,False,False,False
https://github.com/EleutherAI/lm-evaluation-harness,11966,3145,35163,773,15736,745,0,0,0,0,349,10,13404,30,0.039,247,3,948,True,True,False,True,True,835,18.82,116.8,345.6,16.3,71.8,19,2042,0,True,False,True,False,False,False,True,False,False,False
https://github.com/EnableSecurity/wafw00f,6262,1037,790,0,203,183,0,0,0,0,0,0,0,4,0.021,6,0,10,True,True,False,True,False,8,22.56,27.6,143.0,0.0,120.7,2,4340,0,True,True,False,False,False,False,False,False,False,True
https://github.com/EstrellaXD/Auto_Bangumi,7969,423,75592,182,525,129,0,81,1,1,18,4,14,37,0.223,104,0,136,False,True,False,True,True,112,4.65,95.0,332.1,0.0,112.1,21,1429,0,True,True,True,False,False,True,False,False,False,False
https://github.com/EvanLi/Github-Ranking,10751,636,406210,29,2425,2,0,0,0,0,0,1,1,0,0.0,37,0,2384,False,True,False,False,False,3,606.25,176.5,0.0,0.0,123.9,2,2663,0,False,False,False,True,False,False,False,False,False,False
https://github.com/Evil0ctal/Douyin_TikTok_Download_API,16882,2489,8926,138,94,43,2,0,1,0,1,3,9,0,0.0,7,0,28,False,True,False,False,False,26,3.48,241.6,0.0,0.0,180.9,38,1606,0,False,True,True,True,False,True,False,False,False,False
https://github.com/EwingYangs/awesome-open-gpt,5996,542,2147,10,16,2,0,0,0,0,0,0,1,0,0.0,4,0,9,False,False,False,False,False,3,4.0,93.5,0.0,0.0,204.8,9,1094,0,False,False,True,True,False,False,False,False,False,False
https://github.com/FQrabbit/SSTap-Rule,6558,1193,15551,54,212,3,0,0,0,0,0,1,4,0,0.0,6,0,198,False,True,False,True,False,6,30.29,32.3,0.0,0.0,148.2,0,2829,0,False,False,True,False,False,False,False,False,False,False
https://github.com/Fanghua-Yu/SUPIR,5495,472,10650,116,163,111,1,0,1,1,3,0,3,1,0.009,1,0,41,False,True,False,False,False,36,4.41,177.8,62.0,0.0,181.0,42,832,0,False,False,False,True,False,False,False,False,False,False
https://github.com/Farama-Foundation/Gymnasium,11624,1308,362110,84,706,158,0,0,0,0,0,0,14,98,0.383,148,0,288,True,True,False,True,True,68,10.23,236.2,150.8,0.0,123.6,14,1301,0,True,False,True,False,False,False,True,True,False,False
https://github.com/FlagOpen/FlagEmbedding,11486,850,53050,898,1143,532,0,0,0,1,112,23,6,3,0.006,180,72,214,True,True,False,True,True,278,4.1,180.8,59.7,27.9,68.0,44,973,0,False,False,True,False,True,False,False,True,False,False
https://github.com/Flagsmith/flagsmith,6287,500,344817,574,3009,1293,170,634,18,4,72,2,47,269,0.172,155,0,345,False,True,False,True,False,548,5.48,53.1,300.7,0.0,115.6,65,2857,0,True,True,True,False,False,True,True,False,False,True
https://github.com/FlareSolverr/FlareSolverr,13309,1067,1382,71,44,21,0,0,4,0,1,0,6,0,0.0,2,0,10,False,True,True,False,False,8,4.89,202.7,0.0,0.0,408.5,11,2122,0,False,True,True,True,False,True,False,False,False,False
https://github.com/Fosowl/agenticSeek,25773,2873,24272,36,143,41,12,0,1,4,5,7,5,10,0.196,13,0,45,True,True,False,True,True,27,5.11,165.0,120.8,0.0,467.3,99,405,0,True,True,False,True,False,True,True,True,False,False
https://github.com/FoundationAgents/MetaGPT,66540,8391,184037,103,1255,641,15,8,2,0,72,12,37,249,0.28,41,0,178,True,True,False,True,False,260,4.81,108.9,76.4,0.0,76.3,77,1006,0,False,True,True,True,False,True,True,True,False,False
https://github.com/FoundationAgents/OpenManus,55567,9702,4472,533,145,86,0,1,3,0,6,0,11,4,0.044,14,0,20,True,True,False,False,False,32,4.39,141.4,126.0,0.0,139.5,35,391,0,False,True,True,True,True,False,True,True,False,False
https://github.com/Free-TV/IPTV,15658,2288,2825,169,189,1,0,0,0,0,0,1,2,0,0.0,91,0,94,False,False,False,False,False,4,37.8,157.0,0.0,0.0,40.3,0,1814,0,False,False,True,False,False,False,False,False,False,False
https://github.com/FujiwaraChoki/MoneyPrinter,13022,1676,583,10,44,14,1,0,1,0,0,1,2,5,0.263,12,0,8,True,True,False,True,False,8,4.89,176.1,108.0,0.0,73.2,19,790,0,True,True,False,False,False,True,False,False,False,False
https://github.com/FujiwaraChoki/MoneyPrinterV2,27752,2943,421,80,43,17,0,0,0,0,1,2,1,4,0.19,11,0,7,True,True,True,True,True,9,4.3,221.5,120.0,0.0,50.5,19,779,0,False,False,False,True,False,False,False,False,False,False
https://github.com/FunAudioLLM/CosyVoice,20348,2316,2769,850,164,92,0,0,0,0,6,16,8,1,0.011,10,0,31,False,True,False,False,False,68,2.38,242.0,138.0,0.0,95.0,86,637,0,False,True,True,True,False,False,False,False,False,False
https://github.com/FunAudioLLM/SenseVoice,7900,714,6814,174,44,15,0,0,0,0,1,1,2,0,0.0,6,0,19,False,True,False,False,False,6,6.29,178.8,0.0,0.0,211.3,9,637,0,False,True,False,True,False,True,False,False,False,False
https://github.com/Future-House/paper-qa,8329,844,44295,132,183,45,0,0,1,0,13,0,56,13,0.224,12,2,41,True,True,True,True,False,33,5.38,316.4,675.2,25.5,216.2,31,1151,0,True,False,True,False,False,False,True,False,False,False
